cnvsrc-multi,dev/video/80102010.mp4,80,878 1957 2786 3171 2204 2786 4454 941 79 924 258
cnvsrc-multi,dev/video/80100195.mp4,100,3223 998 538 3879 941 1966 2726 3577 755 39 3620 3245 2833 3993 3577
cnvsrc-multi,dev/video/80100014.mp4,74,2613 2845 2691 2384 392 2020 3449 4368
cnvsrc-multi,dev/video/80100051.mp4,85,4068 1820 2896 941 2261 1744 3884 1339 2512 3060 4133 2771 941
cnvsrc-multi,dev/video/80100202.mp4,59,4254 2142 317 1720 4170 2789 1737
cnvsrc-multi,dev/video/80100020.mp4,73,2512 3884 3343 3577 1947 1527 1895 1947 1527
cnvsrc-multi,dev/video/80103233.mp4,100,47 3305 3393 3905 2791 716 4137 3993 1779 941 488 859 4170
cnvsrc-multi,dev/video/80103235.mp4,68,4254 486 3245 1326 1720 4067 3143 3577
cnvsrc-multi,dev/video/80102204.mp4,86,673 1222 3034 2133 130 1518 3104 329 3157 1242 1870 4242 3648
cnvsrc-multi,dev/video/80100227.mp4,62,317 951 755 841 2212 2243 1331
cnvsrc-multi,dev/video/80102072.mp4,103,3343 1623 3977 1425 3308 3132 2162 4080 4296 2917 486 2512 1826
cnvsrc-multi,dev/video/80101003.mp4,84,1351 282 3441 1597 3060 3499 2875 963 941 2419 963 3977
cnvsrc-multi,dev/video/80103191.mp4,98,2083 3164 62 3245 2786 2083 3164 1030 4144 4448
cnvsrc-multi,dev/video/80103120.mp4,104,85 2512 2506 4293 3164 841 1812 954 616 939 941 3288 3884 3616 4047
cnvsrc-multi,dev/video/80103090.mp4,83,514 2835 1417 4149 88 2343 2786 2132 3977 2578 4180
cnvsrc-multi,dev/video/80103204.mp4,115,1232 3343 1351 4428 2512 1597 3288 2471 4448 1425 3285 990
cnvsrc-multi,dev/video/80101202.mp4,108,1720 3884 488 1928 2613 3884 4394 2016 1928 2016 2769 3656
cnvsrc-multi,dev/video/80100096.mp4,86,2643 2643 2132 1130 3884 2613 4345 1720 941 2298 1232
cnvsrc-multi,dev/video/80100006.mp4,72,1611 2707 3884 3052 2875 1737 941 2764 2097
cnvsrc-multi,dev/video/80100093.mp4,73,2613 3509 1189 2271 288 3244 2271
cnvsrc-multi,dev/video/80103240.mp4,81,4340 1595 4296 3884 1720 3456 3627 941 2791 484
cnvsrc-multi,dev/video/80101168.mp4,102,88 2153 2786 4046 4340 586 2512 3797 2956 635 3015 2173
cnvsrc-multi,dev/video/80100055.mp4,91,2485 2969 561 2094 4283 4336 2512 3884 2485 2485 941 3345 246 3977
cnvsrc-multi,dev/video/80100011.mp4,85,282 3798 3449 4342 830 139 3335 2613 1130 1820 1902 1720
cnvsrc-multi,dev/video/80101221.mp4,93,1720 1280 2791 716 3356 3982 2665 1382 755 1682 2171
cnvsrc-multi,dev/video/80103226.mp4,74,488 1737 1744 1425 2314 2372 3448 1222 1472
cnvsrc-multi,dev/video/80101076.mp4,101,463 3882 1720 505 1001 1720 998 941 765 2621 953 542
cnvsrc-multi,dev/video/80102133.mp4,103,88 2359 4088 430 3085 3015 3047 514 1597 2294 755 39 4242
cnvsrc-multi,dev/video/80103047.mp4,103,468 3905 438 3759 2378 2343 1744 3884 1328 1211 186 588
cnvsrc-multi,dev/video/80100042.mp4,74,3608 514 2771 941 3291 421 2786 3164
cnvsrc-multi,dev/video/80101098.mp4,69,1044 1720 1422 3297 1158 2083 2083 2132 2875
cnvsrc-multi,dev/video/80103056.mp4,78,3597 3884 2875 1915 2471 4400 1812 3015 3726 941 2261 4145
cnvsrc-multi,dev/video/80103230.mp4,70,3616 24 4067 4137 687 687 687
cnvsrc-multi,dev/video/80100106.mp4,80,2786 2883 1286 941 2261 88 230 1130 1597 2083 4229
cnvsrc-multi,dev/video/80100234.mp4,62,1130 2512 1577 4083 2261 695 4229 841
cnvsrc-multi,dev/video/80100086.mp4,75,388 423 2116 2621 3027 1220 365 365
cnvsrc-multi,dev/video/80100129.mp4,71,4145 2833 3577 1623 3977 187 1501 4145
cnvsrc-multi,dev/video/80100187.mp4,110,4394 2898 2771 2083 1720 941 1413 1227 3597 941 4254 2665 1211
cnvsrc-multi,dev/video/80102230.mp4,81,3937 1698 3164 2287 2261 2372 941 2261 4254 755 999
cnvsrc-multi,dev/video/80101009.mp4,74,2613 1597 4066 841 88 2759 2875 1533 4406 3977
cnvsrc-multi,dev/video/80103084.mp4,63,488 1737 1744 3425 791 3226 93
cnvsrc-multi,dev/video/80100061.mp4,72,4254 630 1242 2377 3993 3577 2512 39 2112
cnvsrc-multi,dev/video/80101228.mp4,84,2613 3441 369 2343 3291 3343 1130 3884 3597 941
cnvsrc-multi,dev/video/80101181.mp4,107,1467 1467 4284 1966 2642 130 4345 3616 3419 4119 807 4423
cnvsrc-multi,dev/video/80102003.mp4,74,88 2021 2261 1130 282 990 3335 2665 542
cnvsrc-multi,dev/video/80101054.mp4,63,139 2512 1001 2132 3977 1457 2422 542
cnvsrc-multi,dev/video/80103130.mp4,105,1143 1698 4229 4067 3878 4245 3523 1459 1936 2128 1999 2047 2039
cnvsrc-multi,dev/video/80101222.mp4,91,139 88 1124 3905 4369 7 1044 3285 3367 2771 3629 329
cnvsrc-multi,dev/video/80103193.mp4,67,99 496 2083 3993 2597 2597 4254
cnvsrc-multi,dev/video/80101100.mp4,89,3884 4145 1143 1698 3993 4460 3884 2219 2343 941 1936
cnvsrc-multi,dev/video/80101122.mp4,95,3597 4254 546 3993 1806 572 941 178 1535 4170 2786 4406 3577
cnvsrc-multi,dev/video/80101138.mp4,96,1720 3937 1698 3650 4030 3650 3060 941 1130 369 2816 3242 3577
cnvsrc-multi,dev/video/80102220.mp4,74,2613 1953 1597 85 2831 509 3884 2099 1507
cnvsrc-multi,dev/video/80102093.mp4,79,3597 1211 3855 3002 1720 941 3223 39 3223 39
cnvsrc-multi,dev/video/80103208.mp4,82,3223 2395 3577 1242 4254 3797 4345 941 88 2692 2593 3616 4145
cnvsrc-multi,dev/video/80102064.mp4,59,2132 716 1720 1744 1331 3982 3164 4180
cnvsrc-multi,dev/video/80102070.mp4,86,2261 1663 3171 2204 1457 2422 755 3577 88 4080 1379 2754
cnvsrc-multi,dev/video/80103133.mp4,100,3441 3884 3245 2135 2614 3285 998 998 2743 88 2875 4257 3887
cnvsrc-multi,dev/video/80102110.mp4,96,712 2997 4428 2512 497 4384 2883 2458 2793 1311 99 2032
cnvsrc-multi,dev/video/80101169.mp4,79,4398 4124 2833 2132 2875 4429 2438 3577 1472
cnvsrc-multi,dev/video/80103100.mp4,88,3080 2471 2665 3588 3288 1597 3555 3993 3885 3751 941 2252
cnvsrc-multi,dev/video/80101188.mp4,56,1720 4083 85 1720 2512 497 2726
cnvsrc-multi,dev/video/80100005.mp4,72,2613 2512 3460 1382 274 941 2786 755 4254
cnvsrc-multi,dev/video/80100035.mp4,96,1019 655 371 3577 1870 486 2143 2471 2083 3993 2261 2621 841 3577
cnvsrc-multi,dev/video/80100125.mp4,78,2298 4340 941 139 1001 2512 4246 3977 4342 1288
cnvsrc-multi,dev/video/80102203.mp4,99,2132 716 209 1462 1744 1870 4296 4271 1870 2786 3288 430
cnvsrc-multi,dev/video/80101022.mp4,91,3884 2512 3884 488 1737 1744 4245 2105 3577 4030 2512 1001 4145
cnvsrc-multi,dev/video/80101248.mp4,70,2786 2512 3164 1870 3002 2242 3651
cnvsrc-multi,dev/video/80102042.mp4,66,3456 4343 4047 3317 4296 4242 3652 4180
cnvsrc-multi,dev/video/80100175.mp4,79,3356 763 3017 1812 2723 3989 1072
cnvsrc-multi,dev/video/80103144.mp4,97,1466 2282 3884 2885 1188 3129 608 1425 941 3305 3616 514 3129
cnvsrc-multi,dev/video/80103194.mp4,84,2845 282 4041 3181 4439 2142 317 2132 1352 2372
cnvsrc-multi,dev/video/80101246.mp4,90,2132 1953 1698 2282 3810 941 2574 2574 4254 2097 179
cnvsrc-multi,dev/video/80100152.mp4,67,3651 470 297 93 941 3884 3034 553 4180
cnvsrc-multi,dev/video/80102067.mp4,101,344 410 4254 3419 4119 3119 1720 85 3884 2512 3884
cnvsrc-multi,dev/video/80100214.mp4,68,849 3577 2613 2692 4394 85 941 4023 998
cnvsrc-multi,dev/video/80103054.mp4,90,2654 747 2786 3015 2845 4206 529 2261 1242 88 484
cnvsrc-multi,dev/video/80101162.mp4,107,2132 3157 3404 1902 1242 3797 3885 3343 94 3797 3171 389 941 2852 2953
cnvsrc-multi,dev/video/80103066.mp4,70,3884 1471 842 1351 4428 2236 1667 4180
cnvsrc-multi,dev/video/80102051.mp4,68,679 3675 2047 669 3171 1720 488
cnvsrc-multi,dev/video/80103246.mp4,116,2613 3171 2204 2640 2512 497 192 1226 3343 2135 666 3648 3285 4041 1315
